cat_periodo,codigo_unico,MRUN,GEN_ALU,FEC_NAC_ALU,rango_edad,anio_ing_carr_ori,sem_ing_carr_ori,anio_ing_carr_act,sem_ing_carr_act,tipo_inst_1,tipo_inst_2,tipo_inst_3,cod_inst,nomb_inst,cod_sede,nomb_sede,cod_carrera,nomb_carrera,modalidad,jornada,version,tipo_plan_carr,dur_estudio_carr,dur_proceso_tit,dur_total_carr,region_sede,provincia_sede,comuna_sede,nivel_global,nivel_carrera_1,nivel_carrera_2,requisito_ingreso,vigencia_carrera,valor_matricula,valor_arancel,codigo_demre,area_conocimiento,cine_f_13_area,cine_f_13_subarea,area_carrera_generica,acreditada_carr,acreditada_inst,acre_inst_desde_hasta,acre_inst_anio,costo_proceso_titulacion,costo_obtencion_titulo_diploma,forma_ingreso
2021,I77S1C45J1V1,294833,1,200203,15 a 19 años,2020,1,2020,1,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,77,UNIVERSIDAD DE MAGALLANES,1,CASA CENTRAL (PUNTA ARENAS),45,DERECHO,Presencial,Diurno,1,Plan Regular,10,4,14,Magallanes,MAGALLANES,PUNTA ARENAS,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,137000,4117000,33025,Derecho,Administración de Empresas y Derecho,Derecho,Derecho,NO ACREDITADA,ACREDITADA,30/12/2019 AL 30/12/2023,4,0,43000,1- Ingreso Directo (regular)
2021,I86S5C516J1V1,414857,1,199604,25 a 29 años,2015,1,2015,1,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,516,"INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA DE LA CONSTRUCCION",Presencial,Diurno,1,Plan Regular,12,0,12,Metropolitana,SANTIAGO,MACUL,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE SIN ALUMNOS NUEVOS,137500,7032000,12039,Tecnología,"Ingeniería, Industria y Construcción",Industria y Producción,Ingeniería Civil Industrial,NO ACREDITADA,ACREDITADA,01/12/2018 AL 01/12/2025,7,0,0,1- Ingreso Directo (regular)
2021,I77S1C164J1V1,458353,2,199603,25 a 29 años,2015,1,2015,1,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,77,UNIVERSIDAD DE MAGALLANES,1,CASA CENTRAL (PUNTA ARENAS),164,MEDICINA,Presencial,Diurno,1,Plan Regular,14,0,14,Magallanes,MAGALLANES,PUNTA ARENAS,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,137000,5091000,33053,Salud,Salud y Bienestar,Salud,Medicina,ACREDITADA,ACREDITADA,30/12/2019 AL 30/12/2023,4,0,86000,1- Ingreso Directo (regular)
2021,I70S1C58J1V1,484187,1,200001,20 a 24 años,2019,1,2019,1,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,70,UNIVERSIDAD DE CHILE,1,SANTIAGO,58,INGENIERIA COMERCIAL,Presencial,Diurno,1,Plan Regular,10,0,10,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,149000,5749600,11042,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Ingeniería Comercial,ACREDITADA,ACREDITADA,22/12/2018 AL 22/12/2025,7,0,75000,1- Ingreso Directo (regular)
2021,I90S1C91J1V1,488082,2,200101,20 a 24 años,2019,1,2019,1,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,90,UNIVERSIDAD AUSTRAL DE CHILE,1,CASA CENTRAL,91,MEDICINA VETERINARIA,Presencial,Diurno,1,Plan Regular,10,0,10,Los Ríos,VALDIVIA,VALDIVIA,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,175000,4367000,17014,Agropecuaria,"Agricultura, Silvicultura, Pesca y Veterinaria",Veterinaria,Medicina Veterinaria,ACREDITADA,ACREDITADA,12/11/2015 AL 12/11/2021,6,166000,17000,1- Ingreso Directo (regular)
2021,I23S2C253J1V1,528588,1,200102,20 a 24 años,2019,1,2019,1,Universidades,Universidades Privadas,Universidades Privadas,23,UNIVERSIDAD ADOLFO IBAÑEZ,2,SEDE PEÑALOLEN,253,"INGENIERIA CIVIL, PLAN COMUN",Presencial,Diurno,1,Plan Regular,4,0,4,Metropolitana,SANTIAGO,PEÑALOLEN,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,668955,6398700,42002,Tecnología,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,"Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",NO ACREDITADA,ACREDITADA,18/11/2015 AL 18/11/2020,5,0,0,10- Otras formas de Ingreso
2021,I22S1C124J1V1,548391,2,199403,25 a 29 años,1900,0,2016,1,Universidades,Universidades Privadas,Universidades Privadas,22,UNIVERSIDAD DE VIÑA DEL MAR,1,CASA CENTRAL (VIÑA DEL MAR),124,ODONTOLOGIA,Presencial,Diurno,1,Plan Regular,11,0,11,Valparaíso,VALPARAISO,VIÑA DEL MAR,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,265000,7000910,0,Salud,Salud y Bienestar,Salud,Odontología,NO ACREDITADA,ACREDITADA,09/12/2019 AL 09/12/2022,3,0,65000,4 : Cambio externo
2021,I20S3C22J1V1,598372,1,200112,15 a 19 años,2021,1,2021,1,Universidades,Universidades Privadas,Universidades Privadas,20,UNIVERSIDAD ANDRES BELLO,3,SEDE VIÑA DEL MAR,22,QUIMICA Y FARMACIA,Presencial,Diurno,1,Plan Regular,11,0,11,Valparaíso,VALPARAISO,VIÑA DEL MAR,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,490000,4330000,41097,Salud,Salud y Bienestar,Salud,Química y Farmacia,NO ACREDITADA,ACREDITADA,24/12/2017 AL 24/12/2022,5,0,116300,1- Ingreso Directo (regular)
2021,I86S5C300J1V1,709310,1,199911,20 a 24 años,2018,1,2018,1,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,300,COLLEGE CIENCIAS SOCIALES (LICENCIATURA),Presencial,Diurno,1,Plan Regular,8,0,8,Metropolitana,SANTIAGO,MACUL,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,137500,5740000,12028,Ciencias Sociales,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,Bachillerato y/o Licenciatura en Ciencias Sociales,NO ACREDITADA,ACREDITADA,01/12/2018 AL 01/12/2025,7,0,0,1- Ingreso Directo (regular)
2021,I86S4C4J1V1,735869,2,200203,15 a 19 años,2021,1,2021,1,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,4,SEDE LO CONTADOR,4,ARQUITECTURA,Presencial,Diurno,1,Plan Regular,11,0,11,Metropolitana,SANTIAGO,PROVIDENCIA,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,137500,6288000,12004,Arte y Arquitectura,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,Arquitectura,ACREDITADA,ACREDITADA,01/12/2018 AL 01/12/2025,7,0,0,1- Ingreso Directo (regular)
2021,I20S2C7J1V2,846851,1,199610,20 a 24 años,2018,1,2018,1,Universidades,Universidades Privadas,Universidades Privadas,20,UNIVERSIDAD ANDRES BELLO,2,SEDE CASONA DE LAS CONDES,7,PSICOLOGIA,Presencial,Diurno,2,Plan Regular,10,0,10,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,500000,5590000,41015,Ciencias Sociales,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,Psicología,NO ACREDITADA,ACREDITADA,24/12/2017 AL 24/12/2022,5,0,116300,1- Ingreso Directo (regular)
2021,I89S1C35J1V2,893663,1,199501,25 a 29 años,2020,1,2020,1,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,1,CASA CENTRAL,35,INGENIERIA CIVIL MECANICA,Presencial,Diurno,2,Plan Regular,11,0,11,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,208000,4263000,14065,Tecnología,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,Ingeniería Civil Mecánica,NO ACREDITADA,ACREDITADA,26/11/2015 AL 26/11/2021,6,0,73000,1- Ingreso Directo (regular)
2021,I34S1C42J1V1,978148,1,199708,20 a 24 años,2017,1,2017,1,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,34,UNIVERSIDAD DE LOS ANDES,1,CASA CENTRAL (SANTIAGO),42,INGENIERIA COMERCIAL,Presencial,Diurno,1,Plan Regular,10,1,10,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,465360,6195105,43010,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Ingeniería Comercial,ACREDITADA,ACREDITADA,13/12/2017 AL 13/12/2022,5,145425,0,1- Ingreso Directo (regular)
2021,I34S1C365J1V1,978148,1,199708,20 a 24 años,2021,1,2021,1,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,34,UNIVERSIDAD DE LOS ANDES,1,CASA CENTRAL (SANTIAGO),365,MASTER OF SCIENCE FINANZAS,Presencial,Diurno,1,Plan Regular,3,0,3,Metropolitana,SANTIAGO,LAS CONDES,Postgrado,Magister,Magister,Título Profesional,VIGENTE CON ALUMNOS NUEVOS,72626,6972101,0,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Magister en Administración y Comercio,NO ACREDITADA,ACREDITADA,13/12/2017 AL 13/12/2022,5,0,0,1- Ingreso Directo (regular)
2021,I20S3C23J1V1,1132012,2,199709,20 a 24 años,2018,1,2018,1,Universidades,Universidades Privadas,Universidades Privadas,20,UNIVERSIDAD ANDRES BELLO,3,SEDE VIÑA DEL MAR,23,TECNOLOGIA MEDICA,Presencial,Diurno,1,Plan Regular,10,0,10,Valparaíso,VALPARAISO,VIÑA DEL MAR,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,500000,4440000,41098,Salud,Salud y Bienestar,Salud,Tecnología Médica,ACREDITADA,ACREDITADA,24/12/2017 AL 24/12/2022,5,203525,116300,1- Ingreso Directo (regular)
2021,I34S1C298J1V1,1184892,2,199202,25 a 29 años,2019,1,2019,1,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,34,UNIVERSIDAD DE LOS ANDES,1,CASA CENTRAL (SANTIAGO),298,PROGRAMA DE ESPECIALIZACION DE ENFERMERIA EN CUIDADO DEL PACIENTE EN SITUACION DE URGENCIA,Presencial,Diurno,1,Plan Regular,3,0,3,Metropolitana,SANTIAGO,LAS CONDES,Postítulo,Postítulo,Postítulo,Título Profesional,VIGENTE CON ALUMNOS NUEVOS,232403,3282697,0,Salud,Salud y Bienestar,Salud,Postítulo en Salud,NO ACREDITADA,ACREDITADA,13/12/2017 AL 13/12/2022,5,0,0,1- Ingreso Directo (regular)
2021,I70S1C21J1V1,1401206,2,199603,25 a 29 años,2015,1,2015,1,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,70,UNIVERSIDAD DE CHILE,1,SANTIAGO,21,DERECHO,Presencial,Diurno,1,Plan Regular,10,0,10,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,149000,5025400,11055,Derecho,Administración de Empresas y Derecho,Derecho,Derecho,NO ACREDITADA,ACREDITADA,22/12/2018 AL 22/12/2025,7,0,50000,1- Ingreso Directo (regular)
2021,I23S1C3J1V1,1686384,1,200007,20 a 24 años,2020,1,2020,1,Universidades,Universidades Privadas,Universidades Privadas,23,UNIVERSIDAD ADOLFO IBAÑEZ,1,CASA CENTRAL (VIÑA DEL MAR),3,DERECHO,Presencial,Diurno,1,Plan Regular,10,1,11,Valparaíso,VALPARAISO,VIÑA DEL MAR,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,610785,5235300,42023,Derecho,Administración de Empresas y Derecho,Derecho,Derecho,ACREDITADA,ACREDITADA,18/11/2015 AL 18/11/2020,5,0,65000,1- Ingreso Directo (regular)
2021,I23S2C253J1V1,1696908,1,200008,20 a 24 años,1900,0,2020,1,Universidades,Universidades Privadas,Universidades Privadas,23,UNIVERSIDAD ADOLFO IBAÑEZ,2,SEDE PEÑALOLEN,253,"INGENIERIA CIVIL, PLAN COMUN",Presencial,Diurno,1,Plan Regular,4,0,4,Metropolitana,SANTIAGO,PEÑALOLEN,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,668955,6398700,42002,Tecnología,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,"Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",NO ACREDITADA,ACREDITADA,18/11/2015 AL 18/11/2020,5,0,0,4 : Cambio externo
2021,I88S4C35J1V1,1827613,1,200104,20 a 24 años,2020,1,2021,1,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,4,CAMPUS SANTIAGO VITACURA,35,INGENIERIA EN AVIACION COMERCIAL,Presencial,Diurno,1,Plan Regular,10,0,10,Metropolitana,SANTIAGO,VITACURA,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,186000,4740000,15220,Tecnología,Servicios,Servicios de Transportes,Otras Ingenierías,NO ACREDITADA,ACREDITADA,29/12/2016 AL 29/12/2022,6,92000,3200,3- Cambio Interno
2021,I31S4C51J1V1,1869811,1,200102,20 a 24 años,2020,1,2020,1,Universidades,Universidades Privadas,Universidades Privadas,31,UNIVERSIDAD AUTONOMA DE CHILE,4,CAMPUS PROVIDENCIA,51,MEDICINA,Presencial,Diurno,1,Plan Regular,14,1,14,Metropolitana,SANTIAGO,PROVIDENCIA,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,471000,7833000,49004,Salud,Salud y Bienestar,Salud,Medicina,ACREDITADA,ACREDITADA,29/10/2019 AL 29/10/2023,4,430815,82000,1- Ingreso Directo (regular)
2021,I90S1C91J1V1,1914866,2,199804,20 a 24 años,2017,1,2017,1,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,90,UNIVERSIDAD AUSTRAL DE CHILE,1,CASA CENTRAL,91,MEDICINA VETERINARIA,Presencial,Diurno,1,Plan Regular,10,0,10,Los Ríos,VALDIVIA,VALDIVIA,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,175000,4367000,17014,Agropecuaria,"Agricultura, Silvicultura, Pesca y Veterinaria",Veterinaria,Medicina Veterinaria,ACREDITADA,ACREDITADA,12/11/2015 AL 12/11/2021,6,166000,17000,1- Ingreso Directo (regular)
2021,I34S1C100J1V1,1977756,2,199711,20 a 24 años,2021,1,2021,1,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,34,UNIVERSIDAD DE LOS ANDES,1,CASA CENTRAL (SANTIAGO),100,PROGRAMA DE PEDAGOGIA EN EDUCACION MEDIA,Presencial,Diurno,1,Plan Regular,2,1,2,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Licenciatura,VIGENTE CON ALUMNOS NUEVOS,145425,4071900,0,Educación,Educación,Educación,Programas de Formación Pedagógica,ACREDITADA,ACREDITADA,13/12/2017 AL 13/12/2022,5,145425,0,1- Ingreso Directo (regular)
2021,I45S2C32J1V1,1985397,1,199603,25 a 29 años,2015,1,2015,1,Universidades,Universidades Privadas,Universidades Privadas,45,UNIVERSIDAD DEL DESARROLLO,2,SEDE SANTIAGO (LAS CONDES),32,MEDICINA,Presencial,Diurno,1,Plan Regular,14,0,14,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,1163400,9132690,44019,Salud,Salud y Bienestar,Salud,Medicina,ACREDITADA,ACREDITADA,15/12/2016 AL 15/12/2021,5,0,20000,1- Ingreso Directo (regular)
2021,I2S1C26J1V1,1986092,2,200110,15 a 19 años,2020,1,2020,1,Universidades,Universidades Privadas,Universidades Privadas,2,UNIVERSIDAD FINIS TERRAE,1,CASA CENTRAL (SANTIAGO),26,LICENCIATURA EN ARTES VISUALES,Presencial,Diurno,1,Plan Regular,8,0,8,Metropolitana,SANTIAGO,PROVIDENCIA,Pregrado,Licenciatura No Conducente a Título,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,405000,4440000,40010,Arte y Arquitectura,Artes y Humanidades,Artes,Artes y Licenciatura en Artes,ACREDITADA,ACREDITADA,19/11/2019 AL 19/11/2023,4,400000,0,1- Ingreso Directo (regular)
2021,I77S1C49J1V1,1986373,1,200102,20 a 24 años,2019,1,2019,1,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,77,UNIVERSIDAD DE MAGALLANES,1,CASA CENTRAL (PUNTA ARENAS),49,KINESIOLOGIA,Presencial,Diurno,1,Plan Regular,10,0,10,Magallanes,MAGALLANES,PUNTA ARENAS,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,137000,3555000,33023,Salud,Salud y Bienestar,Salud,Kinesiología,ACREDITADA,ACREDITADA,30/12/2019 AL 30/12/2023,4,0,86000,1- Ingreso Directo (regular)
2021,I70S1C442J1V1,2005512,1,199806,20 a 24 años,2019,1,2019,1,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,70,UNIVERSIDAD DE CHILE,1,SANTIAGO,442,PEDAGOGIA EN EDUCACION MEDIA EN MATEMATICAS Y FISICA,Presencial,Diurno,1,Plan Regular,10,0,10,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,149000,4133600,11028,Educación,Educación,Educación,Pedagogía en Matemáticas y Computación,ACREDITADA,ACREDITADA,22/12/2018 AL 22/12/2025,7,0,75000,1- Ingreso Directo (regular)
2021,I23S1C3J1V1,2014070,2,199511,25 a 29 años,2016,1,2016,1,Universidades,Universidades Privadas,Universidades Privadas,23,UNIVERSIDAD ADOLFO IBAÑEZ,1,CASA CENTRAL (VIÑA DEL MAR),3,DERECHO,Presencial,Diurno,1,Plan Regular,10,1,11,Valparaíso,VALPARAISO,VIÑA DEL MAR,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,610785,5235300,42023,Derecho,Administración de Empresas y Derecho,Derecho,Derecho,ACREDITADA,ACREDITADA,18/11/2015 AL 18/11/2020,5,0,65000,1- Ingreso Directo (regular)
